objectid,parentid,anthology,title,creator,date,subject,startpage,genre,publisher,display_template,object_location,image_small,image_thumb,location,latitude,longitude,authorbio,authorborn
blacklesbianauthor141,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Sunshine,Pat Parker,1978,,39,poem,,image/jpeg,/objects/blacklesbianauthor141.jpeg,/objects/small/blacklesbianauthor141_sm.jpeg,/objects/thumbs/blacklesbianauthor141_th.jpeg,,,,,
blacklesbianauthor142,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,funny,Pat Parker,1978,,130,short story,,image/jpeg,/objects/blacklesbianauthor142.jpeg,/objects/small/blacklesbianauthor142_sm.jpeg,/objects/thumbs/blacklesbianauthor142_th.jpeg,,,,,
blacklesbianauthor143,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Without Name,Pauli Murray,1948,,170,poem,,image/jpeg,/objects/blacklesbianauthor143.jpeg,/objects/small/blacklesbianauthor143_sm.jpeg,/objects/thumbs/blacklesbianauthor143_th.jpeg,,,,,
blacklesbianauthor144,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Part I: Uses of the Erotic,Red Jordan Arobateau,2021,,1,section preface,,image/jpeg,/objects/blacklesbianauthor144.jpeg,/objects/small/blacklesbianauthor144_sm.jpeg,/objects/thumbs/blacklesbianauthor144_th.jpeg,,,,,
blacklesbianauthor145,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Anew,Sangodare Akinwale,2019,,179,invocation,,image/jpeg,/objects/blacklesbianauthor145.jpeg,/objects/small/blacklesbianauthor145_sm.jpeg,/objects/thumbs/blacklesbianauthor145_th.jpeg,,,,,
blacklesbianauthor146,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,"Play Aunties and Dyke Bitches: Gender, Generation, and the Ethics of Black Queer Kinship",Savannah Shange,2019,,294,essay,,image/jpeg,/objects/blacklesbianauthor146.jpeg,/objects/small/blacklesbianauthor146_sm.jpeg,/objects/thumbs/blacklesbianauthor146_th.jpeg,,,,,
blacklesbianauthor147,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Fighting Racism: An Approach Through Ritual,SDiane Bogus,1984,,171,essay,,image/jpeg,/objects/blacklesbianauthor147.jpeg,/objects/small/blacklesbianauthor147_sm.jpeg,/objects/thumbs/blacklesbianauthor147_th.jpeg,,,,,
blacklesbianauthor148,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,The Myth and Tradition of the Black Bulldagger,SDiane Bogus,1988,,287,essay,,image/jpeg,/objects/blacklesbianauthor148.jpeg,/objects/small/blacklesbianauthor148_sm.jpeg,/objects/thumbs/blacklesbianauthor148_th.jpeg,,,,,
blacklesbianauthor149,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,excerpt from _love conjure/blues_,sharon bridgforth,2004,,188,poem,,image/jpeg,/objects/blacklesbianauthor149.jpeg,/objects/small/blacklesbianauthor149_sm.jpeg,/objects/thumbs/blacklesbianauthor149_th.jpeg,,,,,
blacklesbianauthor150,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Archiving Black Lesbians in Practice: The Salsa Soul Sisters Archival Collection,Shawn(ta) Smith-Cruz,2018,,314,essay,,image/jpeg,/objects/blacklesbianauthor150.jpeg,/objects/small/blacklesbianauthor150_sm.jpeg,/objects/thumbs/blacklesbianauthor150_th.jpeg,,,,,
blacklesbianauthor151,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,More Than Human: Black Feminisms of the Future in Jewelle Gomez's _The Gilda Stories_,Susana Morris,2016,,318,essay,,image/jpeg,/objects/blacklesbianauthor151.jpeg,/objects/small/blacklesbianauthor151_sm.jpeg,/objects/thumbs/blacklesbianauthor151_th.jpeg,,,,,
blacklesbianauthor152,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Celebrant,Terri Jewell,1994,,40,poem,,image/jpeg,/objects/blacklesbianauthor152.jpeg,/objects/small/blacklesbianauthor152_sm.jpeg,/objects/thumbs/blacklesbianauthor152_th.jpeg,,,,,
blacklesbianauthor212,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,I Am Your Sister: Black Women Organizing Across Sexualities,Audre Lorde,1988,,198,essay,,image/jpeg,/objects/blacklesbianauthor212.jpeg,/objects/small/blacklesbianauthor212_sm.jpeg,/objects/thumbs/blacklesbianauthor212_th.jpeg,,,,,
blacklesbianauthor213,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,Toward a Black Feminist Criticism,Barbara Smith,1977,,204,essay,,image/jpeg,/objects/blacklesbianauthor213.jpeg,/objects/small/blacklesbianauthor213_sm.jpeg,/objects/thumbs/blacklesbianauthor213_th.jpeg,,,,,
blacklesbianauthor216,anthology003,Mouths of Rain: Anthology of Black Lesbian Thought,The Wedding,Beverly Smith,1983,,97,personal narrative,,image/jpeg,/objects/blacklesbianauthor216.jpeg,/objects/small/blacklesbianauthor216_sm.jpeg,/objects/thumbs/blacklesbianauthor216_th.jpeg,,,,,
blacklesbianauthor073,anthology002,Home Girls: A Black Feminist Anthology  (1ed),"""Under the Days"":The Buried Life and Poetry of Angeline Weld Grimké",Akasha Gloria T. Hull,1979,,73,essay,,image/jpeg,/objects/blacklesbianauthor073.jpeg,/objects/small/blacklesbianauthor073_sm.jpeg,/objects/thumbs/blacklesbianauthor073_th.jpeg,,,,,
blacklesbianauthor074,anthology002,Home Girls: A Black Feminist Anthology  (1ed),What It Is I Think She's Doing Anyhow: A Reading of Toni Cade Bambara's _The Salt Eaters,Akasha Gloria T. Hull,1983,,124,essay,,image/jpeg,/objects/blacklesbianauthor074.jpeg,/objects/small/blacklesbianauthor074_sm.jpeg,/objects/thumbs/blacklesbianauthor074_th.jpeg,,,,,
blacklesbianauthor075,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Poem,Akasha Gloria T. Hull,1979,,-57,poem,,image/jpeg,/objects/blacklesbianauthor075.jpeg,/objects/small/blacklesbianauthor075_sm.jpeg,/objects/thumbs/blacklesbianauthor075_th.jpeg,,,,,
blacklesbianauthor076,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Sisters,Alexis De Veaux,1979,,10,short story,,image/jpeg,/objects/blacklesbianauthor076.jpeg,/objects/small/blacklesbianauthor076_sm.jpeg,/objects/thumbs/blacklesbianauthor076_th.jpeg,,,,,
blacklesbianauthor077,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Black Lesbian in American Literature: An Overview,Ann Allen Shockley,1979,,83,essay,,image/jpeg,/objects/blacklesbianauthor077.jpeg,/objects/small/blacklesbianauthor077_sm.jpeg,/objects/thumbs/blacklesbianauthor077_th.jpeg,,,,,
blacklesbianauthor078,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Tar Beach,Audre Lorde,1979,,145,short story,,image/jpeg,/objects/blacklesbianauthor078.jpeg,/objects/small/blacklesbianauthor078_sm.jpeg,/objects/thumbs/blacklesbianauthor078_th.jpeg,,,,,
blacklesbianauthor079,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Introduction,Barbara Smith,1983,,-19,introduction,,image/jpeg,/objects/blacklesbianauthor080.jpeg,/objects/small/blacklesbianauthor080_sm.jpeg,/objects/thumbs/blacklesbianauthor080_th.jpeg,,,,,
blacklesbianauthor080,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Home,Barbara Smith,1983,,64,essay,,image/jpeg,/objects/blacklesbianauthor081.jpeg,/objects/small/blacklesbianauthor081_sm.jpeg,/objects/thumbs/blacklesbianauthor081_th.jpeg,,,,,
blacklesbianauthor081,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Miss Esther's Land,Barbara A. Banks,1983,,179,short story,,image/jpeg,/objects/blacklesbianauthor079.jpeg,/objects/small/blacklesbianauthor079_sm.jpeg,/objects/thumbs/blacklesbianauthor079_th.jpeg,,,,,
blacklesbianauthor082,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Maria de las Rosas,Becky Birtha,1979,,177,poem,,image/jpeg,/objects/blacklesbianauthor082.jpeg,/objects/small/blacklesbianauthor082_sm.jpeg,/objects/thumbs/blacklesbianauthor082_th.jpeg,,,,,
blacklesbianauthor083,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Wedding,Beverly Smith,1979,,171,essay,,image/jpeg,/objects/blacklesbianauthor083.jpeg,/objects/small/blacklesbianauthor083_sm.jpeg,/objects/thumbs/blacklesbianauthor083_th.jpeg,,,,,
blacklesbianauthor084,anthology002,Home Girls: A Black Feminist Anthology  (1ed),"The Blood—Yes, The Blood: A Conversation",Cenen; Barbara Smith,1983,,31,conversation,,image/jpeg,/objects/blacklesbianauthor084.jpeg,/objects/small/blacklesbianauthor084_sm.jpeg,/objects/thumbs/blacklesbianauthor084_th.jpeg,,,,,
blacklesbianauthor085,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Failure to Transform: Homophobia in the Black Community,Cheryl Clarke,1983,,197,essay,,image/jpeg,/objects/blacklesbianauthor085.jpeg,/objects/small/blacklesbianauthor085_sm.jpeg,/objects/thumbs/blacklesbianauthor085_th.jpeg,,,,,
blacklesbianauthor086,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Women of Summer,Cheryl Clarke,1979,,230,short story,,image/jpeg,/objects/blacklesbianauthor086.jpeg,/objects/small/blacklesbianauthor086_sm.jpeg,/objects/thumbs/blacklesbianauthor086_th.jpeg,,,,,
blacklesbianauthor087,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Billy de Lye,Deidre McCalla,1976,,270,poem,,image/jpeg,/objects/blacklesbianauthor087.jpeg,/objects/small/blacklesbianauthor087_sm.jpeg,/objects/thumbs/blacklesbianauthor087_th.jpeg,,,,,
blacklesbianauthor088,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Before I Dress and Soar Again,Donna Allegra,1983,,166,poem,,image/jpeg,/objects/blacklesbianauthor088.jpeg,/objects/small/blacklesbianauthor088_sm.jpeg,/objects/thumbs/blacklesbianauthor088_th.jpeg,,,,,
blacklesbianauthor089,anthology002,Home Girls: A Black Feminist Anthology  (1ed),A Cultural Legacy Denied and Discovered: Black Lesbians in Fiction by Women,Jewelle Gomez,1983,,110,essay,,image/jpeg,/objects/blacklesbianauthor089.jpeg,/objects/small/blacklesbianauthor089_sm.jpeg,/objects/thumbs/blacklesbianauthor089_th.jpeg,,,,,
blacklesbianauthor090,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Cat,Julie Carter,1983,,159,personal narrative,,image/jpeg,/objects/blacklesbianauthor090.jpeg,/objects/small/blacklesbianauthor090_sm.jpeg,/objects/thumbs/blacklesbianauthor090_th.jpeg,,,,,
blacklesbianauthor091,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Black Goddess,Kate Rushin,1983,,328,poem,,image/jpeg,/objects/blacklesbianauthor091.jpeg,/objects/small/blacklesbianauthor091_sm.jpeg,/objects/thumbs/blacklesbianauthor091_th.jpeg,,,,,
blacklesbianauthor092,anthology002,Home Girls: A Black Feminist Anthology  (1ed),"If I Could Write This in Fire, I Would Write This in Fire ",Michelle Cliff,1983,,15,essay,,image/jpeg,/objects/blacklesbianauthor092.jpeg,/objects/small/blacklesbianauthor092_sm.jpeg,/objects/thumbs/blacklesbianauthor092_th.jpeg,,,,,
blacklesbianauthor093,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Where Will You Be?,Pat Parker,1978,,209,poem,,image/jpeg,/objects/blacklesbianauthor093.jpeg,/objects/small/blacklesbianauthor093_sm.jpeg,/objects/thumbs/blacklesbianauthor093_th.jpeg,,,,,
blacklesbianauthor094,anthology002,Home Girls: A Black Feminist Anthology  (1ed),LeRoy's Birthday,Raymina Y. Mays,1982,,168,short story,,image/jpeg,/objects/blacklesbianauthor094.jpeg,/objects/small/blacklesbianauthor094_sm.jpeg,/objects/thumbs/blacklesbianauthor094_th.jpeg,,,,,
blacklesbianauthor095,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Black Lesbian/Feminist Organizing: A Conversation,Tania Abdulahad; Gwendolyn Rogers; Barbara Smith; Jameelah Waheed,1983,,293,conversation,,image/jpeg,/objects/blacklesbianauthor095.jpeg,/objects/small/blacklesbianauthor095_sm.jpeg,/objects/thumbs/blacklesbianauthor095_th.jpeg,,,,,
blacklesbianauthor096,anthology002,Home Girls: A Black Feminist Anthology  (1ed),"For a Godchild, Regina, On the Occasion of Her First Love",Toi Derricotte,1979,,3,poem,,image/jpeg,/objects/blacklesbianauthor096.jpeg,/objects/small/blacklesbianauthor096_sm.jpeg,/objects/thumbs/blacklesbianauthor096_th.jpeg,,,,,
blacklesbianauthor097,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Damned,Toi Derricotte,1983,,6,poem,,image/jpeg,/objects/blacklesbianauthor097.jpeg,/objects/small/blacklesbianauthor097_sm.jpeg,/objects/thumbs/blacklesbianauthor097_th.jpeg,,,,,
blacklesbianauthor098,anthology002,Home Girls: A Black Feminist Anthology  (1ed),Hester's Song,Toi Derricotte,1983,,8,poem,,image/jpeg,/objects/blacklesbianauthor098.jpeg,/objects/small/blacklesbianauthor098_sm.jpeg,/objects/thumbs/blacklesbianauthor098_th.jpeg,,,,,
blacklesbianauthor208,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Black Back-Ups,Kate Rushin,1983,,60,poem,,image/jpeg,/objects/blacklesbianauthor208.jpeg,/objects/small/blacklesbianauthor208_sm.jpeg,/objects/thumbs/blacklesbianauthor208_th.jpeg,,,,,
blacklesbianauthor210,anthology002,Home Girls: A Black Feminist Anthology  (1ed),A Black Feminist Statement/The Combahee River Collective Statement,Combahee River Collective,1979,,272,manifesto,,image/jpeg,/objects/blacklesbianauthor210.jpeg,/objects/small/blacklesbianauthor210_sm.jpeg,/objects/thumbs/blacklesbianauthor210_th.jpeg,,,,,
blacklesbianauthor244,anthology002,Home Girls: A Black Feminist Anthology  (1ed),The Tired Poem: Last Letter From a Typical (Unemployed) Black Professional Woman,Kate Rushin,1979,,255,poem,,image/jpeg,/objects/blacklesbianauthor244.jpeg,/object/small/blacklesbianauthor244_sm.jpeg,/objects/thumbs/blacklesbianauthor244_th.jpeg,,,,,
blacklesbianauthor025,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,notes to mamma,akhaji zakiya,1991,,209,letter,,image/jpeg,/objects/blacklesbianauthor025.jpeg,/objects/small/blacklesbianauthor025_sm.jpeg,/objects/thumbs/blacklesbianauthor025_th.jpeg,,,,,
blacklesbianauthor026,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,the lesbian poem,akhaji zakiya,1994,,261,poem,,image/jpeg,/objects/blacklesbianauthor026.jpeg,/objects/small/blacklesbianauthor026_sm.jpeg,/objects/thumbs/blacklesbianauthor026_th.jpeg,,,,,
blacklesbianauthor027,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Bird of Paradise,Alexis De Veaux,1992,,45,short story,,image/jpeg,/objects/blacklesbianauthor027.jpeg,/objects/small/blacklesbianauthor027_sm.jpeg,/objects/thumbs/blacklesbianauthor027_th.jpeg,,,,,
blacklesbianauthor028,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,A Letter for Life,Arlene Williams,1995,,17,poem,,image/jpeg,/objects/blacklesbianauthor028.jpeg,/objects/small/blacklesbianauthor028_sm.jpeg,/objects/thumbs/blacklesbianauthor028_th.jpeg,,,,,
blacklesbianauthor029,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Johnnieruth,Becky Birtha,1987,,143,short story,,image/jpeg,/objects/blacklesbianauthor029.jpeg,/objects/small/blacklesbianauthor029_sm.jpeg,/objects/thumbs/blacklesbianauthor029_th.jpeg,,,,,
blacklesbianauthor030,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Be Still and Know,Brigitte M. Roberts,1993,,37,short story,,image/jpeg,/objects/blacklesbianauthor030.jpeg,/objects/small/blacklesbianauthor030_sm.jpeg,/objects/thumbs/blacklesbianauthor030_th.jpeg,,,,,
blacklesbianauthor031,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Mavis writes in her journal,Cheryl Clarke,1982,,185,poem,,image/jpeg,/objects/blacklesbianauthor031.jpeg,/objects/small/blacklesbianauthor031_sm.jpeg,/objects/thumbs/blacklesbianauthor031_th.jpeg,,,,,
blacklesbianauthor032,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Halfway Home: Interview with Katherine James,Denise Moore,1997,,105,interview,,image/jpeg,/objects/blacklesbianauthor032.jpeg,/objects/small/blacklesbianauthor032_sm.jpeg,/objects/thumbs/blacklesbianauthor032_th.jpeg,,,,,
blacklesbianauthor033,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Waiting to Exhale: Interview with Gina Taylor,Denise A. Moore,1997,,271,interview,,image/jpeg,/objects/blacklesbianauthor033.jpeg,/objects/small/blacklesbianauthor033_sm.jpeg,/objects/thumbs/blacklesbianauthor033_th.jpeg,,,,,
blacklesbianauthor034,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Lavender Sheep in the Fold,Donna Allegra,1995,,149,essay,,image/jpeg,/objects/blacklesbianauthor034.jpeg,/objects/small/blacklesbianauthor034_sm.jpeg,/objects/thumbs/blacklesbianauthor034_th.jpeg,,,,,
blacklesbianauthor035,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,The Journey,Ekua Omosupe,1991,,233,poem,,image/jpeg,/objects/blacklesbianauthor035.jpeg,/objects/small/blacklesbianauthor035_sm.jpeg,/objects/thumbs/blacklesbianauthor035_th.jpeg,,,,,
blacklesbianauthor036,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,we will not talk about this,Eva Yaa Asantewaa ,1994,,281,pom,,image/jpeg,/objects/blacklesbianauthor036.jpeg,/objects/small/blacklesbianauthor036_sm.jpeg,/objects/thumbs/blacklesbianauthor036_th.jpeg,,,,,
blacklesbianauthor037,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Bed of Thorns,"Gale ""Sky"" Edeawo",1991,,41,short story,,image/jpeg,/objects/blacklesbianauthor037.jpeg,/objects/small/blacklesbianauthor037_sm.jpeg,/objects/thumbs/blacklesbianauthor037_th.jpeg,,,,,
blacklesbianauthor038,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,1985: Memories of My Coming Out Year,Hope Massiah,1995,,5,short story,,image/jpeg,/objects/blacklesbianauthor038.jpeg,/objects/small/blacklesbianauthor038_sm.jpeg,/objects/thumbs/blacklesbianauthor038_th.jpeg,,,,,
blacklesbianauthor039,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Bits and Pieces,Imani Henry,1996,,49,poem,,image/jpeg,/objects/blacklesbianauthor039.jpeg,/objects/small/blacklesbianauthor039_sm.jpeg,/objects/thumbs/blacklesbianauthor039_th.jpeg,,,,,
blacklesbianauthor040,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,I Lost It at the Movies,Jewelle Gomez,1993,,123,short story,,image/jpeg,/objects/blacklesbianauthor040.jpeg,/objects/small/blacklesbianauthor040_sm.jpeg,/objects/thumbs/blacklesbianauthor040_th.jpeg,,,,,
blacklesbianauthor041,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Q & A,Karen Thompson,1994,,223,essay,,image/jpeg,/objects/blacklesbianauthor041.jpeg,/objects/small/blacklesbianauthor041_sm.jpeg,/objects/thumbs/blacklesbianauthor041_th.jpeg,,,,,
blacklesbianauthor042,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Mommy Always Knows,"Kimberly ""Q"" Purnell",1995,,195,essay,,image/jpeg,/objects/blacklesbianauthor042.jpeg,/objects/small/blacklesbianauthor042_sm.jpeg,/objects/thumbs/blacklesbianauthor042_th.jpeg,,,,,
blacklesbianauthor043,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,It Happened One Sunday Afternoon,L.K. Barnett,1995,,139,short story,,image/jpeg,/objects/blacklesbianauthor043.jpeg,/objects/small/blacklesbianauthor043_sm.jpeg,/objects/thumbs/blacklesbianauthor043_th.jpeg,,,,,
blacklesbianauthor044,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,"Black Triangles, Rainbows and Dykes",L.K. Barnett,1995,,67,short story,,image/jpeg,/objects/blacklesbianauthor044.jpeg,/objects/small/blacklesbianauthor044_sm.jpeg,/objects/thumbs/blacklesbianauthor044_th.jpeg,,,,,
blacklesbianauthor045,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,From a Lesbian Womb Into a Lesbian World: Coming Out,Laura Irene Wayne,1995,,103,short story,,image/jpeg,/objects/blacklesbianauthor045.jpeg,/objects/small/blacklesbianauthor045_sm.jpeg,/objects/thumbs/blacklesbianauthor045_th.jpeg,,,,,
blacklesbianauthor046,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,When I Was a Little Girl,Lena Nsomeka Gomes,1996,,283,essay,,image/jpeg,/objects/blacklesbianauthor046.jpeg,/objects/small/blacklesbianauthor046_sm.jpeg,/objects/thumbs/blacklesbianauthor046_th.jpeg,,,,,
blacklesbianauthor047,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,"Me, Growing Up, (part 1)",Letta Neely,1995,,187,poem,,image/jpeg,/objects/blacklesbianauthor047.jpeg,/objects/small/blacklesbianauthor047_sm.jpeg,/objects/thumbs/blacklesbianauthor047_th.jpeg,,,,,
blacklesbianauthor048,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Without Thinking,Liz Messerly,1995,,291,essay,,image/jpeg,/objects/blacklesbianauthor048.jpeg,/objects/small/blacklesbianauthor048_sm.jpeg,/objects/thumbs/blacklesbianauthor048_th.jpeg,,,,,
blacklesbianauthor049,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Class Reunion,Liza Wesley,1995,,73,short story,,image/jpeg,/objects/blacklesbianauthor049.jpeg,/objects/small/blacklesbianauthor049_sm.jpeg,/objects/thumbs/blacklesbianauthor049_th.jpeg,,,,,
blacklesbianauthor050,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Man Royals and Sodomites: Some Thoughts on the Invisibility of Afro-Carribean Leesbians,Makeda Silvera,1988,,171,essay,,image/jpeg,/objects/blacklesbianauthor050.jpeg,/objects/small/blacklesbianauthor050_sm.jpeg,/objects/thumbs/blacklesbianauthor050_th.jpeg,,,,,
blacklesbianauthor051,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,A Path to Wholenesss,Martine C. Barbier,1995,,21,short story,,image/jpeg,/objects/blacklesbianauthor051.jpeg,/objects/small/blacklesbianauthor051_sm.jpeg,/objects/thumbs/blacklesbianauthor051_th.jpeg,,,,,
blacklesbianauthor052,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Spice,Mattie Richardson,1994,,225,short story,,image/jpeg,/objects/blacklesbianauthor052.jpeg,/objects/small/blacklesbianauthor052_sm.jpeg,/objects/thumbs/blacklesbianauthor052_th.jpeg,,,,,
blacklesbianauthor053,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Coming Out Story,Michelle Hunter,1996,,93,short story,,image/jpeg,/objects/blacklesbianauthor053.jpeg,/objects/small/blacklesbianauthor053_sm.jpeg,/objects/thumbs/blacklesbianauthor053_th.jpeg,,,,,
blacklesbianauthor054,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,This Is Not Done,Michelle Hunter,1996,,253,essay,,image/jpeg,/objects/blacklesbianauthor054.jpeg,/objects/small/blacklesbianauthor054_sm.jpeg,/objects/thumbs/blacklesbianauthor054_th.jpeg,,,,,
blacklesbianauthor055,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Letter to Carolyn,Michelle Wilkinson,1997,,161,letter,,image/jpeg,/objects/blacklesbianauthor055.jpeg,/objects/small/blacklesbianauthor055_sm.jpeg,/objects/thumbs/blacklesbianauthor055_th.jpeg,,,,,
blacklesbianauthor056,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,cabaret,mistinguette,1994,,71,poem,,image/jpeg,/objects/blacklesbianauthor056.jpeg,/objects/small/blacklesbianauthor056_sm.jpeg,/objects/thumbs/blacklesbianauthor056_th.jpeg,,,,,
blacklesbianauthor057,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,You ask why I stayed married all those years,mistinguette,1988,,293,poem,,image/jpeg,/objects/blacklesbianauthor057.jpeg,/objects/small/blacklesbianauthor057_sm.jpeg,/objects/thumbs/blacklesbianauthor057_th.jpeg,,,,,
blacklesbianauthor058,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,untitled,Nailah Taliba Tulinegwe,1996,,265,essay,,image/jpeg,/objects/blacklesbianauthor058.jpeg,/objects/small/blacklesbianauthor058_sm.jpeg,/objects/thumbs/blacklesbianauthor058_th.jpeg,,,,,
blacklesbianauthor059,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,untitled (4/'91),Renita Martin,1993,,269,poem,,image/jpeg,/objects/blacklesbianauthor059.jpeg,/objects/small/blacklesbianauthor059_sm.jpeg,/objects/thumbs/blacklesbianauthor059_th.jpeg,,,,,
blacklesbianauthor060,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,The Woman in Me,Roxanne Gay,1996,,245,letter,,image/jpeg,/objects/blacklesbianauthor060.jpeg,/objects/small/blacklesbianauthor060_sm.jpeg,/objects/thumbs/blacklesbianauthor060_th.jpeg,,,,,
blacklesbianauthor061,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,that beat,sharon bridgforth,1992,,227,poem,,image/jpeg,/objects/blacklesbianauthor061.jpeg,/objects/small/blacklesbianauthor061_sm.jpeg,/objects/thumbs/blacklesbianauthor061_th.jpeg,,,,,
blacklesbianauthor062,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Mothers Know,Shay Youngblood,1985,,197,short story,,image/jpeg,/objects/blacklesbianauthor062.jpeg,/objects/small/blacklesbianauthor062_sm.jpeg,/objects/thumbs/blacklesbianauthor062_th.jpeg,,,,,
blacklesbianauthor063,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,The Making of an Orphan: the death of a daughter's place in the family,sherece taffe,1995,,237,essay,,image/jpeg,/objects/blacklesbianauthor063.jpeg,/objects/small/blacklesbianauthor063_sm.jpeg,/objects/thumbs/blacklesbianauthor063_th.jpeg,,,,,
blacklesbianauthor064,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,And Now They Know,Sheree Slaughter,1991,,35,poem,,image/jpeg,/objects/blacklesbianauthor064.jpeg,/objects/small/blacklesbianauthor064_sm.jpeg,/objects/thumbs/blacklesbianauthor064_th.jpeg,,,,,
blacklesbianauthor065,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,No Half Steppin',Shilanda Woolridge,1995,,203,esssay,,image/jpeg,/objects/blacklesbianauthor065.jpeg,/objects/small/blacklesbianauthor065_sm.jpeg,/objects/thumbs/blacklesbianauthor065_th.jpeg,,,,,
blacklesbianauthor066,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,A Short Account of My Behavior,Terri Jewell,1995,,31,essay,,image/jpeg,/objects/blacklesbianauthor066.jpeg,/objects/small/blacklesbianauthor066_sm.jpeg,/objects/thumbs/blacklesbianauthor066_th.jpeg,,,,,
blacklesbianauthor067,anthology001,does your mama know? An Anthology of Black Lesbian Coming Out Stories,Interview with Stephanie Byrd,Terri Jewell,1995,,129,interview,,image/jpeg,/objects/blacklesbianauthor067.jpeg,/objects/small/blacklesbianauthor067_sm.jpeg,/objects/thumbs/blacklesbianauthor067_th.jpeg,,,,,
